ID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
6029,1,0,0,0,4,1,0,1,2,2,0,2,0,2,0,1,3,94.9,3118
6030,0,0,0,0,43,0,1,0,0,0,2,0,2,2,0,1,0,49.05,1701
6031,0,1,1,1,12,0,1,0,0,0,0,2,0,0,0,1,3,29.3,3077
6032,1,1,1,0,68,1,2,1,0,2,2,0,2,2,0,1,2,105.3,5661
6033,1,1,0,0,25,1,2,1,0,2,0,0,2,0,0,1,2,88.95,1934
6034,0,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,20.25,526
6035,1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,2,110.85,5765
6036,0,0,1,0,53,1,0,1,2,2,2,2,2,2,1,0,2,110.5,4809
6037,1,1,0,0,63,1,2,1,2,2,2,0,2,2,0,1,0,109.4,5536
6038,0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,0,114.2,5882
6039,1,1,1,0,27,0,1,0,0,0,0,0,0,2,0,0,0,36.5,68
6040,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.75,5516
6041,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.95,177
6042,0,1,1,0,37,1,0,2,1,1,1,1,1,1,1,0,3,19.6,5651
6043,1,0,0,0,3,0,1,0,0,0,2,0,2,0,0,1,3,40.15,551
6044,0,0,0,1,12,1,2,1,0,0,0,0,0,0,0,1,2,76.6,6311
6045,0,0,1,1,38,1,0,2,1,1,1,1,1,1,1,0,1,19.6,5842
6046,0,0,0,0,9,1,0,1,0,0,2,0,0,2,0,1,1,85.3,5925
6047,1,0,1,0,13,1,2,0,2,0,0,0,0,2,0,1,2,65.85,6332
6048,1,1,1,0,29,1,2,1,0,0,0,0,2,2,0,1,2,94.45,2301
6049,0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,1,20.05,34
6050,1,0,1,0,61,1,2,1,2,0,2,2,2,0,0,0,0,99.4,4874
6051,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,3,20,2389
6052,0,0,1,1,41,1,0,0,2,2,0,2,2,2,2,0,2,78.45,2716
6053,0,0,0,1,43,1,2,2,1,1,1,1,1,1,2,1,2,25.1,137
6054,0,0,1,1,36,1,2,1,0,2,2,0,2,0,0,1,0,97.35,2991
6055,0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,1,2,55,2947
6056,0,0,0,0,58,1,2,0,2,2,2,2,0,0,1,1,1,71.1,3654
6057,1,0,0,0,19,1,0,0,0,0,0,2,2,0,0,1,1,61.55,185
6058,1,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,0,45.9,4367
6059,0,0,0,0,39,0,1,0,2,2,0,2,0,0,1,1,0,40.3,1105
6060,0,1,0,0,8,1,0,1,0,2,0,0,2,0,0,1,2,87.1,5592
6061,0,0,0,1,26,1,2,0,0,0,0,0,0,0,0,1,3,49.5,484
6062,0,1,0,0,53,1,0,1,0,2,0,0,0,0,0,1,1,73.8,3420
6063,0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,1,3,19.2,737
6064,1,0,0,0,1,0,1,0,0,0,0,0,2,2,0,1,3,45.3,3816
6065,1,0,0,0,59,1,2,2,1,1,1,1,1,1,2,0,3,25,929
6066,1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,0,2,94.95,1307
6067,1,0,0,0,7,0,1,0,2,0,2,0,0,0,1,0,3,35.3,2287
6068,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,1,2,44.55,4055
6069,1,0,1,1,59,1,0,0,0,2,2,2,2,2,1,0,1,76.75,3871
6070,1,0,1,1,61,1,2,0,0,0,2,2,2,2,2,1,0,81,4209
6071,1,0,1,1,72,1,2,1,2,0,2,0,2,2,2,1,0,105.55,5794
6072,0,0,1,1,13,1,0,2,1,1,1,1,1,1,0,0,3,18.8,2165
6073,0,0,1,1,64,1,2,2,1,1,1,1,1,1,1,0,3,24.9,1050
6074,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,23.45,1940
6075,0,0,0,0,10,1,0,0,0,2,0,2,0,2,1,0,3,64.9,5410
6076,0,0,1,1,65,1,0,0,2,2,2,0,0,0,1,0,0,61.35,3314
6077,0,0,1,0,62,1,2,1,2,2,2,2,2,2,2,0,3,113.95,5437
6078,0,0,1,0,55,1,2,0,2,2,2,2,2,2,1,1,2,90.15,4167
6079,0,0,1,0,25,1,2,0,0,2,0,0,0,0,0,0,2,54.1,672
6080,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,29.7,2504
6081,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,49.8,4145
6082,0,0,1,0,59,1,2,1,0,2,0,0,2,2,0,0,2,101.1,4939
6083,1,1,1,1,64,1,2,2,1,1,1,1,1,1,2,1,0,24.4,984
6084,1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,0,95,2981
6085,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,3,50.65,924
6086,1,0,1,0,61,1,2,0,2,0,2,0,0,2,2,1,3,69.9,3608
6087,1,0,0,1,26,0,1,0,0,2,0,0,2,0,1,1,0,39.95,47
6088,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.4,4563
6089,0,1,1,0,1,1,2,1,0,2,0,0,2,0,0,1,2,90.6,6325
6090,1,0,1,1,68,1,0,1,2,2,2,0,2,2,2,1,1,103.25,5554
6091,1,1,1,0,2,1,2,1,0,0,0,0,2,0,0,1,3,86.85,1006
6092,0,0,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,94.25,5409
6093,0,0,1,0,71,0,1,0,0,0,2,2,0,2,2,1,2,47.05,2838
6094,1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,1,20.55,460
6095,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,3,19.65,5317
6096,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.2,5505
6097,1,0,1,1,72,1,2,0,2,2,2,2,0,2,2,0,1,81,4749
6098,1,0,1,1,21,1,2,0,2,0,0,0,2,2,1,1,0,75.9,985
6099,0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1363
6100,0,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,0,99.05,2550
6101,0,1,0,0,69,1,2,1,2,0,2,2,2,2,2,0,1,110.25,5756
6102,0,0,1,0,64,1,2,0,2,0,2,2,2,2,2,1,1,85,4551
6103,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,1,19.75,2544
6104,0,0,0,0,4,1,2,2,1,1,1,1,1,1,1,0,2,23.9,6483
6105,0,0,0,0,52,1,2,1,2,2,0,2,2,2,1,1,1,111.25,4851
6106,1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,1,3,55.1,249
6107,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.95,1493
6108,1,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,3,25.15,4032
6109,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,3,54.15,22
6110,0,0,1,0,19,1,0,0,0,2,0,0,0,2,0,1,3,59.8,255
6111,0,0,0,0,40,1,2,1,0,0,0,0,0,2,0,0,0,83.85,3061
6112,0,1,1,1,66,1,2,1,0,2,2,0,2,2,1,1,2,104.9,5438
6113,1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,0,3,75.3,1022
6114,1,0,0,0,8,1,0,0,0,2,0,2,2,0,0,1,2,66.65,4359
6115,0,0,1,1,72,1,0,1,2,2,2,2,2,2,2,1,1,109.5,5939
6116,0,0,0,0,48,1,2,0,0,2,2,2,2,0,1,1,0,73.85,3103
6117,1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,1,0,19.3,830
6118,1,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,2,118.2,6226
6119,0,0,0,0,14,1,0,0,0,2,0,0,0,0,1,0,1,51.45,5652
6120,1,0,0,0,6,1,0,0,0,2,0,0,2,0,0,0,2,59.45,3092
6121,0,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,0,19.5,1044
6122,0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.55,2430
6123,1,0,0,0,65,1,2,1,2,0,0,2,0,2,1,0,2,93.55,4960
6124,0,0,1,1,57,1,0,0,2,0,2,2,0,0,1,1,3,59.3,2850
6125,1,0,1,0,13,1,2,1,0,0,2,0,2,2,0,1,1,102.25,650
6126,1,1,0,0,19,1,0,1,0,0,2,0,2,2,0,1,1,95.9,1303
6127,0,0,1,0,56,1,2,1,2,2,2,0,2,2,1,0,0,109.8,4988
6128,0,0,1,0,14,1,0,1,0,0,0,0,0,2,0,1,2,78.1,234
6129,1,0,1,0,52,0,1,0,2,0,0,0,0,2,0,1,2,39.9,1654
6130,0,0,0,0,58,1,0,0,2,2,2,2,0,0,2,1,1,64.9,3253
6131,0,1,0,0,47,1,2,1,0,2,0,2,2,0,0,1,2,95.05,3831
6132,0,0,0,0,67,0,1,0,0,0,2,2,2,2,0,1,1,53.4,3097
6133,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,24.9,4143
6134,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,44.7,2398
6135,1,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,0,114,6089
6136,0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,0,20.25,6305
6137,0,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0,1,53.85,2242
6138,1,1,1,0,67,1,2,1,2,2,0,0,0,0,0,0,0,83.85,4625
6139,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,0,20.2,4231
6140,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.95,4780
6141,1,1,1,0,52,1,2,1,2,0,2,0,2,2,0,1,2,104.2,4616
6142,0,0,1,0,42,1,2,0,0,0,0,0,0,0,0,1,2,50.25,1835
6143,1,0,1,1,50,1,0,2,1,1,1,1,1,1,1,1,3,20.35,6415
6144,1,1,1,0,23,1,0,1,2,2,0,0,0,2,0,1,2,90,1658
6145,0,0,1,1,67,0,1,0,2,2,2,2,2,0,2,0,1,54.2,3130
6146,0,0,0,0,25,1,0,1,0,2,2,0,2,2,0,1,2,99.5,2003
6147,0,1,1,0,39,1,0,1,2,2,0,0,2,2,1,0,3,99.1,3318
6148,0,0,0,0,69,1,2,0,2,2,0,2,0,0,2,1,3,66.9,3894
6149,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,25.85,2159
6150,1,0,0,0,32,1,0,1,0,0,0,0,2,2,0,0,2,91.05,2479
6151,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,71,5330
6152,0,0,0,0,16,1,0,1,0,2,2,0,0,2,0,1,1,93.2,1024
6153,1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,1,0,20.95,499
6154,0,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,109.2,5875
6155,1,0,1,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.35,474
6156,0,1,0,0,26,1,0,1,2,0,0,0,2,0,0,1,1,85.8,1815
6157,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.85,5159
6158,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,2,19.65,2696
6159,0,0,0,1,2,1,0,2,1,1,1,1,1,1,1,0,0,20.5,3256
6160,0,0,0,0,36,1,2,0,2,0,2,2,2,2,1,1,1,89.65,2904
6161,1,0,0,0,7,1,0,1,2,0,0,0,0,0,0,0,3,74.35,4456
6162,0,1,1,0,60,0,1,0,0,2,0,0,2,2,2,1,1,49.45,2511
6163,0,0,1,0,19,1,2,1,0,2,0,0,0,2,0,1,2,89.1,1091
6164,1,1,1,0,45,1,2,0,2,0,2,2,0,2,2,0,1,75.15,3018
6165,1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.65,2533
6166,0,0,1,1,31,1,2,1,0,0,2,2,2,2,0,1,2,104.2,2823
6167,1,0,1,1,47,1,0,1,2,0,2,0,0,2,0,0,2,90.05,3531
6168,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,79.25,5965
6169,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.9,3749
6170,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.4,1482
6171,0,1,1,1,59,1,2,1,0,0,2,0,0,2,0,1,1,88.75,4464
6172,1,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.1,5260
6173,1,1,0,0,35,1,2,1,2,0,0,0,0,2,0,0,1,91,2764
6174,1,0,0,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.65,337
6175,1,0,1,1,32,1,0,1,2,2,0,0,0,2,1,1,2,90.8,2628
6176,1,0,0,0,43,1,2,1,0,2,0,0,0,0,0,1,2,77.85,2921
6177,1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,2,54.3,1552
6178,0,1,1,0,54,1,0,2,1,1,1,1,1,1,2,1,3,18.95,65
6179,0,1,0,0,11,1,2,1,0,0,0,0,2,2,0,1,0,95.15,6525
6180,0,1,0,0,66,1,2,1,2,0,0,0,2,2,2,1,0,102.4,5197
6181,1,0,1,1,61,1,2,1,0,0,2,0,2,2,1,1,2,99.9,5064
6182,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,88.7,5208
6183,1,0,1,1,44,0,1,0,0,0,2,2,2,2,1,1,2,54.3,1952
6184,1,0,0,0,41,1,2,0,0,0,2,0,0,0,0,1,0,55.7,1871
6185,1,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,2,103.95,4385
6186,1,0,1,0,47,1,2,1,2,0,2,2,2,2,1,1,1,110.85,4413
6187,1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,20.15,1130
6188,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,20.05,3100
6189,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,91.95,5276
6190,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,80.5,6020
6191,0,1,0,0,42,1,2,0,0,0,2,0,0,0,0,0,2,55.65,2069
6192,0,1,0,0,18,1,0,1,0,2,0,0,0,0,0,1,2,74.7,537
6193,0,0,0,1,13,1,2,1,0,2,2,0,2,2,1,1,1,104.15,544
6194,0,0,1,1,68,1,2,1,0,2,0,2,0,0,1,1,0,83.65,4737
6195,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,0,72.2,2651
6196,1,0,0,0,69,1,2,1,2,2,2,0,2,2,2,1,1,110.05,5744
6197,1,0,0,0,17,1,0,0,0,0,0,2,0,0,0,0,3,51.5,6328
6198,1,0,1,1,25,1,2,2,1,1,1,1,1,1,2,0,1,25.5,5093
6199,1,1,0,0,43,1,0,1,0,0,0,0,2,2,0,1,3,89.55,3299
6200,0,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.5,411
6201,0,1,0,0,5,1,0,1,2,2,0,0,0,0,0,0,2,80.7,3219
6202,1,0,1,1,21,1,2,0,2,2,0,2,2,0,1,0,3,77.5,1096
6203,0,0,1,1,69,1,2,1,2,2,2,2,2,0,1,1,1,105.1,5636
6204,1,0,0,0,13,0,1,0,0,0,0,0,0,0,0,1,0,25.15,2876
6205,1,0,1,0,42,1,2,1,0,2,2,0,2,0,0,1,0,95.25,3386
6206,1,0,1,0,52,1,2,1,0,2,0,2,0,2,0,1,1,95.65,4297
6207,1,1,0,0,46,1,0,1,2,0,0,0,0,2,0,0,2,85,3392
6208,1,0,1,0,61,1,2,0,2,2,2,2,0,2,2,1,0,80.8,4104
6209,1,0,0,0,29,0,1,0,0,0,0,0,0,0,1,1,3,24.85,5947
6210,0,0,0,1,25,1,0,0,0,2,0,2,0,0,1,1,1,54.75,486
6211,0,0,1,1,5,1,0,1,0,0,0,2,2,0,0,1,2,85.75,3984
6212,1,0,0,0,15,0,1,0,0,0,2,0,2,2,1,0,2,50.75,5426
6213,0,0,1,1,19,1,0,2,1,1,1,1,1,1,2,0,3,20.15,3309
6214,1,0,0,0,44,1,0,2,1,1,1,1,1,1,2,0,3,20.05,6191
6215,0,1,0,0,6,1,2,1,0,2,0,0,2,2,0,1,2,98.25,4637
6216,1,0,1,1,58,1,2,0,2,2,2,2,0,0,2,0,1,71.6,3610
6217,1,0,1,1,62,1,0,1,2,2,0,0,0,0,1,1,1,81.45,4215
6218,0,0,1,1,70,0,1,0,0,2,2,2,2,2,1,1,0,58.4,3506
6219,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.7,2156
6220,1,0,1,1,10,0,1,0,2,2,2,2,0,2,2,0,1,53.7,4362
6221,1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,1,0,19.6,3990
6222,1,0,0,0,66,1,2,1,0,2,0,0,0,2,0,0,1,89.4,4896
6223,0,0,1,1,7,1,0,1,0,0,0,0,0,0,0,1,2,69,4280
6224,1,0,1,1,51,1,2,1,0,2,0,2,0,0,1,0,0,84.2,3655
6225,1,0,1,1,72,1,2,1,2,2,2,2,2,0,2,1,1,106.1,5798
6226,1,0,0,0,65,1,2,2,1,1,1,1,1,1,2,0,3,25.75,1140
6227,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,46.05,6019
6228,1,0,0,1,70,1,2,0,2,2,0,2,0,0,1,0,0,64.95,3881
6229,1,0,1,0,72,1,2,0,0,2,2,2,2,2,2,1,1,85.45,5057
6230,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,1607
6231,0,1,1,0,1,1,0,1,0,2,0,0,0,0,0,1,3,76.4,5823
6232,0,0,0,0,5,1,2,1,0,0,2,0,2,2,0,1,2,100.5,4324
6233,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.7,4704
6234,1,0,0,0,58,1,2,2,1,1,1,1,1,1,2,1,1,25.3,872
6235,1,1,1,1,22,0,1,0,2,0,0,0,0,2,0,0,3,40.05,6285
6236,1,1,1,0,33,1,2,1,0,2,0,0,2,2,0,1,0,100.6,2846
6237,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.95,5455
6238,1,1,1,0,54,1,2,1,0,0,0,0,0,0,0,0,0,74,3354
6239,1,0,1,0,72,1,2,1,0,2,0,0,2,2,2,1,2,99.4,5656
6240,1,0,0,1,1,1,2,1,0,0,0,0,2,2,0,1,2,93.3,6390
6241,1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,2,49.15,1186
6242,0,0,1,1,72,1,2,1,2,2,2,2,0,2,2,0,1,107.45,5851
6243,0,0,1,1,72,1,2,0,2,2,2,0,2,2,2,1,1,83.6,4883
6244,1,1,1,0,54,1,2,1,0,0,2,0,2,2,0,1,1,99.05,4428
6245,0,0,1,0,59,1,2,0,0,2,0,2,2,2,1,1,2,80.1,3976
6246,1,0,0,0,54,1,0,0,2,2,0,0,2,0,2,1,0,65.3,3048
6247,1,0,0,0,60,1,2,1,0,0,2,0,2,0,2,1,2,89.55,4384
6248,0,0,1,0,60,0,1,0,0,2,2,2,2,2,2,0,1,60.8,3120
6249,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,74.5,1786
6250,0,0,1,0,69,1,2,1,2,0,0,0,2,2,2,0,0,99.15,5423
6251,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.25,1480
6252,1,0,1,1,50,0,1,0,2,0,0,0,2,0,0,1,1,39.45,1656
6253,0,0,0,0,56,0,1,0,0,0,0,0,2,2,0,1,1,44.85,2220
6254,0,0,1,0,60,1,0,1,2,0,0,2,2,2,2,1,2,97.2,4649
6255,1,1,1,0,69,1,2,1,2,0,2,2,2,2,1,1,3,110.55,5831
6256,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,35.05,3029
6257,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,73,5662
6258,0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.9,3823
6259,1,0,1,1,60,1,0,0,0,2,0,2,2,2,2,0,0,76.95,3874
6260,0,0,0,0,13,0,1,0,0,0,2,2,0,0,2,0,3,35.4,3827
6261,1,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,0,20.45,541
6262,0,0,0,0,45,1,2,1,2,2,0,0,0,2,1,0,0,96.75,3769
6263,0,0,0,0,25,0,1,0,0,0,2,2,2,2,1,0,2,54.2,778
6264,1,0,0,0,44,1,0,1,0,0,2,2,2,2,2,0,0,100.1,3715
6265,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.25,5715
6266,1,1,0,0,33,1,2,1,0,2,2,0,0,0,0,1,1,83.85,2356
6267,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.1,5503
6268,0,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,0,20.85,3828
6269,0,0,0,0,35,0,1,0,0,0,2,2,0,0,0,1,3,33.45,328
6270,0,0,1,1,29,1,0,2,1,1,1,1,1,1,2,0,3,20.2,4620
6271,1,1,1,0,27,1,2,1,2,0,2,0,0,0,1,1,2,85.9,1856
6272,1,0,0,1,54,1,0,0,0,2,2,2,0,0,1,1,2,61,2855
6273,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.65,771
6274,1,0,0,0,57,1,2,1,0,0,0,0,2,0,1,1,2,86.9,4185
6275,1,0,0,0,62,1,2,0,2,2,2,2,0,0,2,0,0,69.4,3614
6276,0,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,1,20.35,2909
6277,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,2861
6278,0,0,1,0,70,1,2,1,0,0,2,2,2,2,2,1,0,104.3,5619
6279,0,0,1,1,21,1,0,0,0,0,0,0,0,0,0,1,2,44.95,6381
6280,0,0,0,1,23,1,0,0,0,0,0,2,0,0,1,1,2,49.45,227
6281,1,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,20.6,298
6282,1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,1,19.55,5382
6283,0,0,0,0,3,1,0,1,2,0,2,0,2,2,0,1,1,99,2477
6284,0,0,0,0,23,1,2,1,0,0,0,0,2,2,0,1,2,93.5,1976
6285,1,0,0,0,26,0,1,0,2,0,0,2,2,2,1,0,1,54.55,657
6286,0,0,0,1,8,1,0,2,1,1,1,1,1,1,0,0,3,20.05,1103
6287,1,0,0,0,26,1,2,1,0,0,0,0,0,2,0,1,2,83.95,1890
6288,1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,79.45,834
6289,1,0,0,0,67,1,2,1,2,2,2,2,2,2,2,0,1,116.2,5894
6290,0,0,1,0,71,1,2,1,0,0,0,0,2,2,2,1,0,93.7,5254
6291,0,0,0,0,59,1,2,0,2,2,2,2,0,2,1,0,1,79.85,4045
6292,1,0,1,1,39,1,2,1,0,0,2,0,2,2,1,0,2,100,3282
6293,1,0,0,1,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,3393
6294,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.7,1488
6295,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,0,20.2,58
6296,0,1,1,0,31,0,1,0,2,2,2,0,0,2,1,1,1,50.4,1032
6297,0,0,1,1,64,1,2,1,2,2,2,2,2,2,1,0,2,113.35,5631
6298,1,0,1,1,46,1,2,1,0,2,0,0,0,0,0,1,0,80,3233
6299,0,0,0,0,52,1,2,0,0,0,2,2,2,2,2,1,0,80.95,3611
6300,0,0,1,1,67,1,2,2,1,1,1,1,1,1,2,1,3,24.9,1174
6301,0,1,0,0,67,1,2,0,0,2,0,0,0,0,0,0,2,54.9,3208
6302,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.55,3523
6303,0,0,1,0,71,1,2,1,0,2,2,2,2,2,2,0,2,109.25,5872
6304,0,0,0,0,9,1,0,1,0,0,0,0,2,0,0,1,0,77.65,5599
6305,0,1,0,0,26,1,2,1,2,2,0,0,0,2,0,1,2,95,2143
6306,1,0,0,0,71,1,2,1,2,2,2,2,2,2,1,1,0,116.3,6140
6307,0,0,0,0,32,1,0,2,1,1,1,1,1,1,0,0,0,19.9,4921
6308,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,70.35,709
6309,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.6,1463
6310,0,0,0,0,60,0,1,0,2,0,2,0,0,2,1,1,2,44.45,2405
6311,0,1,0,0,55,1,2,1,0,0,2,0,2,2,1,1,2,100.15,4497
6312,1,0,0,0,54,1,0,1,2,2,0,2,2,2,1,1,1,105.4,4672
6313,1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,1,2,95.85,1573
6314,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,1,3,73.85,3423
6315,0,0,1,1,48,1,0,0,2,2,2,0,0,2,2,1,1,70.1,2815
6316,1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1023
6317,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,2,79.15,5963
6318,1,0,0,1,12,1,0,2,1,1,1,1,1,1,0,0,1,21.05,1992
6319,1,1,1,0,54,0,1,0,0,0,0,0,0,0,0,1,0,24.95,661
6320,0,0,1,1,30,1,0,0,0,0,2,2,2,0,1,1,2,64.5,1592
6321,0,0,1,0,30,1,0,2,1,1,1,1,1,1,0,0,0,19.65,5237
6322,0,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,79,2634
6323,0,0,0,0,40,1,2,1,0,0,2,2,2,2,1,1,1,105.95,3687
6324,0,0,1,1,9,1,0,1,0,0,0,2,0,0,0,1,2,75.85,5195
6325,0,0,1,1,17,1,0,1,2,0,0,2,2,0,0,0,2,91.85,1026
6326,0,0,0,0,62,0,1,0,0,2,2,0,0,2,2,1,1,43.6,2387
6327,1,0,0,0,28,1,0,1,0,2,0,2,2,0,1,1,0,91.25,2132
6328,0,0,0,0,70,1,2,0,2,2,2,2,2,2,2,0,1,89.75,5133
6329,0,0,0,0,46,1,0,1,0,2,2,2,2,2,2,1,0,104.4,4155
6330,0,0,1,0,23,1,2,1,0,0,2,0,0,2,0,0,3,90.15,1677
6331,1,0,1,1,47,0,1,0,2,0,2,2,0,0,1,0,2,40.3,1335
6332,1,0,1,1,68,1,0,1,2,2,2,0,2,2,2,1,0,105.25,5613
6333,0,1,0,0,60,1,2,1,0,0,2,2,2,2,1,1,2,106,5181
6334,0,0,0,1,67,1,2,1,0,2,0,2,2,2,2,1,2,104,5538
6335,0,0,0,0,14,1,0,0,0,0,0,2,2,2,0,1,2,69.65,6374
6336,1,0,1,1,57,1,2,1,0,0,0,0,0,0,0,1,2,74.3,3437
6337,0,0,1,1,55,1,2,1,2,0,0,0,2,2,1,0,3,100.9,4527
6338,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,1611
6339,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,3,49.9,4147
6340,1,0,0,0,23,1,2,1,0,0,2,2,2,0,0,1,1,96.9,1713
6341,0,0,0,0,13,1,2,1,2,0,0,0,2,2,0,1,2,100.35,649
6342,1,0,1,0,47,1,2,1,0,2,2,0,2,2,0,1,2,104.1,4320
6343,1,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,20.1,5670
6344,0,1,1,0,38,1,2,1,0,0,0,0,0,0,0,1,0,74.95,2476
6345,0,1,0,0,2,1,2,0,0,2,0,0,0,0,0,1,1,56.55,334
